Cluster	Protein	Name	CARD	Resfams	Mechanism	Sub_mechanism
5845	B370-3_scaffold_4877_8	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
319	B314-2_scaffold_181_34	RND_efflux	NA	RND_efflux	Efflux	Efflux
2812	B357-4_scaffold_7871_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6829	B316-6_scaffold_14643_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5755	B331-3_scaffold_1402_6	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4151	B331-3_scaffold_1402_5	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1221	B309-1_scaffold_5800_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1867	B352-3_scaffold_9146_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2074	B320-1_scaffold_7193_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3854	B309-2_scaffold_16179_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1744	L109-1_scaffold_8_173	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2146	B310-5_scaffold_164_46	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1163	B331-3_scaffold_17_148	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
126	B329-2_scaffold_0_184	RND_efflux	NA	RND_efflux	Efflux	Efflux
2773	B309-3_scaffold_2433_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1715	B309-3_scaffold_2433_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
236	B310-4_scaffold_1717_6	RND_efflux	NA	RND_efflux	Efflux	Efflux
4081	B310-4_scaffold_1717_7	MexX	NA	MexX	Efflux	Efflux
2696	B316-3_scaffold_1884_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1934	B316-3_scaffold_1884_11	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3179	B313-1_scaffold_248_38	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
3152	B370-1_scaffold_37690_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6651	B357-5_scaffold_24440_1	APH3	NA	APH3	Phosphotransferase	Phosphotransferase
6305	B346-3_scaffold_18158_2	SubclassB2	NA	SubclassB2	Beta-Lactamase-Class B	Beta-Lactamase
3941	B369-2_scaffold_5347_1	MexX	NA	MexX	Efflux	Efflux
77	B329-4_scaffold_139_23	RND_efflux	NA	RND_efflux	Efflux	Efflux
4657	B321-3_scaffold_11345_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3521	B371-5_scaffold_70_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2329	L109-1_scaffold_21964_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5477	B313-3_scaffold_830_12	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6779	B313-1_scaffold_12166_1	marA	marA	NA	Gene Modulating Resistance	Gene Modulating Resistance
592	B370-4_15|phage|148642|170486_24351_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2881	B331-4_scaffold_22_90	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6403	B352-3_scaffold_15181_1	AAC6-I	NA	AAC6-I	Acetyltransferase	Acetyltransferase
4320	B357-2_scaffold_17111_2	MexE	NA	MexE	Efflux	Efflux
2380	B309-4_scaffold_3920_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3774	L82-2_scaffold_26898_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4455	B320-5_scaffold_210_12	MexH	NA	MexH	Efflux	Efflux
369	B320-5_scaffold_210_13	RND_efflux	NA	RND_efflux	Efflux	Efflux
1949	L93-5_scaffold_5_169	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4658	B335-1_scaffold_73_30	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
4373	B309-2_scaffold_500_38	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
457	B316-3_scaffold_13769_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3582	L109-4_scaffold_17125_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5352	B314-3_scaffold_427_8	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1070	B370-1_scaffold_399_59	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1172	B370-1_scaffold_12863_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1397	B321-1_scaffold_260_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5243	B370-3_scaffold_2122_9	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5017	B314-2_scaffold_2066_6	Escherichia coli rob	Escherichia coli rob	NA	Gene Modulating Resistance	Gene Modulating Resistance
3232	B369-3_scaffold_13842_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4550	B316-6_scaffold_25253_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5394	B310-1_scaffold_12493_2	ANT9	NA	ANT9	Nucleotidyltransferase	Nucleotidyltransferase
4449	B320-1_scaffold_99_77	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2597	B370-1_scaffold_20340_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3791	B331-1_scaffold_8940_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5558	B313-3_scaffold_1706_2	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
4711	B370-4_scaffold_18097_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1353	B326-2_scaffold_1193_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2038	B320-1_scaffold_2745_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1295	B352-4_scaffold_2824_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1007	B352-5_scaffold_5567_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5973	B316-2_scaffold_6762_8	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3219	B346-3_scaffold_1728_9	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
757	L109-3_scaffold_1628_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6229	B314-3_scaffold_3876_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
1123	B309-1_scaffold_2206_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1118	B352-5_scaffold_7261_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1880	B309-1_scaffold_1252_15	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2336	B309-1_scaffold_1252_16	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
56	B357-4_scaffold_6949_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3163	L109-4_scaffold_31136_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1048	B329-3_324|phage|5178|14719_25894_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1831	B316-2_scaffold_195_70	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
563	B321-1_scaffold_3280_4	vanT	NA	vanT	Gylcopeptide Resistance	Gylcopeptide Resistance
2064	B314-4_scaffold_3553_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2099	B310-3_scaffold_2800_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
708	B357-5_scaffold_209_51	macB	NA	macB	Efflux	Efflux
2801	B329-3_scaffold_4623_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2404	B335-1_scaffold_57_63	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1293	B352-3_scaffold_133_16	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4321	B370-2_scaffold_77_53	MexE	NA	MexE	Efflux	Efflux
3693	B314-1_scaffold_19408_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4353	B371-3_scaffold_16136_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1652	B314-4_scaffold_178_36	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4464	B370-1_scaffold_2673_3	MexH	NA	MexH	Efflux	Efflux
401	B370-1_scaffold_2673_4	RND_efflux	NA	RND_efflux	Efflux	Efflux
884	L93-5_scaffold_95_81	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3850	B369-2_scaffold_12331_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3817	B357-1_scaffold_21512_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2734	B310-2_scaffold_610_20	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2407	B352-1_scaffold_3319_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2406	B352-1_scaffold_3319_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
271	B313-2_scaffold_106_47	RND_efflux	NA	RND_efflux	Efflux	Efflux
3958	B359-3_scaffold_62_51	tet_MFS_efflux	NA	tet_MFS_efflux	Tetracycline MFS Efflux	Efflux
5937	B309-2_scaffold_1909_4	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4254	B316-4_scaffold_649_9	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1	L92-2_scaffold_4017_2	RND_efflux	NA	RND_efflux	Efflux	Efflux
6592	B331-4_scaffold_9006_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
3511	B320-5_scaffold_2399_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3623	B357-1_scaffold_14198_2	cpxA	cpxA	NA	Gene Modulating Resistance	Gene Modulating Resistance
1826	B314-3_58|phage|49226|100864_55155_69	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6426	B313-1_scaffold_227_57	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
367	B352-4_scaffold_627_17	RND_efflux	NA	RND_efflux	Efflux	Efflux
3378	B370-2_scaffold_7118_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6242	B316-1_scaffold_23101_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
6383	B326-2_scaffold_3182_6	CRP	CRP	NA	Gene Modulating Resistance	Gene Modulating Resistance
4475	B352-4_scaffold_627_18	MexH	NA	MexH	Efflux	Efflux
4269	B321-3_scaffold_11518_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
266	B371-4_scaffold_5934_2	RND_efflux	NA	RND_efflux	Efflux	Efflux
3740	B314-4_scaffold_14759_2	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
4518	B314-4_scaffold_1965_7	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5073	B316-2_scaffold_13937_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
5568	B320-5_scaffold_11928_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
4821	B346-2_scaffold_13224_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
3056	B313-1_scaffold_7509_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5851	L93-4_scaffold_17_139	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
5066	B352-1_scaffold_109_48	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
482	B310-5_scaffold_8041_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6430	B316-3_scaffold_35621_2	Chlor_Acetyltrans_CAT	catS	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
5646	B357-5_scaffold_4725_6	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
832	B371-1_scaffold_2888_17	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3442	B310-4_scaffold_5048_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
238	B310-4_scaffold_3442_2	RND_efflux	NA	RND_efflux	Efflux	Efflux
822	B314-1_scaffold_290_20	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5669	B309-2_scaffold_7882_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
5526	B321-1_scaffold_16851_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
6728	B359-3_scaffold_4249_5	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
893	B313-3_scaffold_379_40	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
95	B321-2_scaffold_395_20	RND_efflux	NA	RND_efflux	Efflux	Efflux
614	B320-4_scaffold_3048_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
58	B310-4_scaffold_1852_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
66	B329-2_scaffold_44_88	RND_efflux	NA	RND_efflux	Efflux	Efflux
3638	B314-4_scaffold_10174_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2536	B316-4_scaffold_1350_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6513	B352-4_scaffold_15520_4	ANT	NA	ANT	Nucleotidyltransferase	Nucleotidyltransferase
1266	B335-1_scaffold_5909_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1967	B310-4_scaffold_701_24	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1406	B352-5_scaffold_1358_15	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3112	B346-2_scaffold_3485_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4540	B371-1_scaffold_13966_2	MexH	NA	MexH	Efflux	Efflux
4937	B352-4_scaffold_45992_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5519	B357-3_scaffold_4972_3	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
1064	B320-1_scaffold_3254_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4580	B369-1_scaffold_22761_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
1737	B370-1_5657|phage|4408|9701_200853_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3687	B335-1_scaffold_4601_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3165	B335-1_scaffold_11094_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1373	B309-2_scaffold_307_52	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5505	L109-2_scaffold_30984_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
6800	B316-1_scaffold_15795_3	SubclassB2	NA	SubclassB2	Beta-Lactamase-Class B	Beta-Lactamase
6858	B359-3_scaffold_12732_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2443	B313-3_scaffold_767_45	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
672	B314-2_scaffold_1891_3	macB	NA	macB	Efflux	Efflux
3171	B352-5_scaffold_6389_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6267	B371-3_scaffold_11233_1	APH3'	NA	APH3'	Phosphotransferase	Phosphotransferase
1006	B352-4_scaffold_942_8	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
52	B314-4_1372|phage|1|9803_59789_7	msbA	NA	msbA	Efflux	Efflux
1518	B316-1_scaffold_23_13	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6648	B370-1_scaffold_26526_3	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
6238	L109-4_scaffold_7566_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
6838	B357-3_scaffold_7354_1	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
194	B310-1_scaffold_3520_2	RND_efflux	NA	RND_efflux	Efflux	Efflux
2104	B313-1_scaffold_1556_13	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3907	B316-3_scaffold_9_73	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6031	B316-3_scaffold_9_72	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1714	B309-2_scaffold_5448_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1009	L93-5_17|phage|257192|264641_25409_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5576	B310-4_scaffold_1622_8	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
602	B320-4_166|phage|1|29989_34209_26	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3122	B309-3_scaffold_19717_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
883	L82-2_scaffold_27255_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1067	B346-3_638|phage|1|9318_101639_9	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6569	L92-2_scaffold_13899_1	FosA2	FosA2	NA	Fosfomycin Thiol Transferase	Other
3109	B314-1_scaffold_9706_1	msbA	NA	msbA	Efflux	Efflux
321	B316-1_scaffold_4310_6	RND_efflux	NA	RND_efflux	Efflux	Efflux
2784	B314-2_scaffold_23129_1	macB	NA	macB	Efflux	Efflux
6151	B309-1_scaffold_30_1	kdpE	kdpE	NA	Gene Modulating Resistance	Gene Modulating Resistance
5444	B352-3_scaffold_15956_4	ANT6	NA	ANT6	Nucleotidyltransferase	Nucleotidyltransferase
1829	B316-1_scaffold_9661_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5428	B314-1_scaffold_3526_1	ANT9	NA	ANT9	Nucleotidyltransferase	Nucleotidyltransferase
100	B320-1_scaffold_25_153	RND_efflux	NA	RND_efflux	Efflux	Efflux
5055	B314-1_scaffold_3526_4	ANT	ANT(6)-Ia	ANT	Nucleotidyltransferase	Nucleotidyltransferase
3648	B309-3_scaffold_18184_2	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS	Tetracycline Ribosomal Protection	Tetracycline Resistance
3659	B371-3_scaffold_1883_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2478	B329-3_scaffold_138_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5742	B314-4_scaffold_6487_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6835	B314-2_scaffold_15145_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2257	B321-1_scaffold_237_37	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3001	B316-1_scaffold_474_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
658	B314-2_scaffold_12612_2	macB	NA	macB	Efflux	Efflux
5680	B371-4_scaffold_5088_1	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
4210	B352-4_scaffold_13562_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5800	B352-4_scaffold_13562_3	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
6222	B346-3_scaffold_1178_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
610	B313-1_scaffold_8788_2	arnA	arnA	NA	Phosphoethanolamine Transferase	Phosphoethanolamine Transferase
5266	B359-3_scaffold_1083_3	ANT9	ANT(9)-Ia	ANT9	Nucleotidyltransferase	Nucleotidyltransferase
3735	B313-3_scaffold_9839_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6143	B346-3_scaffold_33568_1	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1503	B370-2_scaffold_6640_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6433	B346-3_scaffold_3144_11	AAC3	NA	AAC3	Acetyltransferase	Acetyltransferase
4429	B313-2_scaffold_69_103	MexH	NA	MexH	Efflux	Efflux
806	B370-2_scaffold_1833_14	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3957	B352-4_scaffold_1358_10	MexE	NA	MexE	Efflux	Efflux
1913	B370-1_scaffold_833_84	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1340	B309-2_scaffold_315_25	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6626	B370-1_scaffold_431_20	SubclassB1	NA	SubclassB1	Beta-Lactamase-Class B	Beta-Lactamase
5961	B313-3_scaffold_274_10	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4774	B352-5_scaffold_11183_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
5592	B309-1_scaffold_77_3	gadW	gadW	NA	Gene Modulating Resistance	Gene Modulating Resistance
18	B369-4_scaffold_11_93	msbA	NA	msbA	Efflux	Efflux
233	B309-1_scaffold_77_5	RND_efflux	mdtF	RND_efflux	Efflux	Efflux
730	B357-4_scaffold_4682_3	macB	NA	macB	Efflux	Efflux
4103	B309-1_scaffold_77_6	mdtE	mdtE	NA	Efflux	Efflux
6637	B357-2_scaffold_26840_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2229	B309-4_scaffold_167_94	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2005	L93-5_scaffold_465_18	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4775	L109-3_scaffold_13345_5	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2432	B310-4_scaffold_7992_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2276	B369-4_scaffold_239_29	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
185	B346-2_scaffold_1199_2	RND_efflux	NA	RND_efflux	Efflux	Efflux
5947	B310-1_scaffold_20324_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
767	B309-4_scaffold_1154_6	tet_ribosomoal_protect	NA	tet_ribosomoal_protect	Tetracycline Ribosomal Protection	Tetracycline Resistance
5905	B352-3_scaffold_9910_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
858	B309-1_880|phage|1893|10651_37195_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4089	B357-1_scaffold_2093_2	MexX	NA	MexX	Efflux	Efflux
1354	B335-1_scaffold_11418_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2709	B346-3_scaffold_8598_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1533	B309-1_scaffold_844_24	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1926	B313-1_scaffold_1604_11	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2102	B310-6_scaffold_579_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5238	B321-2_scaffold_29689_2	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2980	B309-2_scaffold_6329_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5292	B371-1_scaffold_15243_3	APH3	NA	APH3	Phosphotransferase	Phosphotransferase
5541	B346-2_scaffold_10606_1	Erm23S_rRNA_methyltrans	ErmG	Erm23S_rRNA_methyltrans	rRNA Methyltransferase	rRNA Methyltransferase
4598	B320-1_scaffold_165_40	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
1240	B352-1_4137|phage|1|6302_66170_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2708	B346-3_scaffold_537_47	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2848	B352-1_4137|phage|1|6302_66170_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4541	B371-3_scaffold_15683_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5766	L93-5_scaffold_561_10	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
1335	B359-3_scaffold_80_61	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2166	B329-4_scaffold_3782_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1062	B316-1_scaffold_5824_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4268	B321-2_scaffold_17153_3	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS	Tetracycline Ribosomal Protection	Tetracycline Resistance
4870	B346-3_scaffold_1842_7	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
3373	B313-1_scaffold_5385_6	tolC	NA	tolC	Efflux	Efflux
4876	B316-1_scaffold_23234_2	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
2118	B316-2_scaffold_3320_10	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2114	B316-1_scaffold_5083_4	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3085	B321-2_scaffold_379_42	ClassA	NA	ClassA	Beta-Lactamase-Class A	Beta-Lactamase
5224	B357-1_scaffold_12697_1	bacA	bacA	NA	Undecaprenyl Pyrophosphate Phosphatase	Other
3662	B371-1_scaffold_28852_1	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6142	B331-3_scaffold_17_123	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
4379	B331-3_scaffold_17_122	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
6473	B316-1_scaffold_40425_2	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
3000	B371-1_scaffold_40349_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2793	B320-1_scaffold_1470_6	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
6296	B310-4_scaffold_3841_5	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT	Acetyltransferase	Acetyltransferase
3297	B331-1_scaffold_8313_1	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
496	B314-2_scaffold_109_68	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
539	B316-1_scaffold_87_145	vanT	NA	vanT	Gylcopeptide Resistance	Gylcopeptide Resistance
5547	B316-1_scaffold_87_144	vanXYG	vanXYG	NA	Gylcopeptide Resistance	Gylcopeptide Resistance
4239	B316-1_scaffold_87_140	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
211	B313-1_scaffold_929_13	RND_efflux	NA	RND_efflux	Efflux	Efflux
6072	B316-2_scaffold_29763_2	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
354	B313-1_scaffold_929_14	RND_efflux	NA	RND_efflux	Efflux	Efflux
4744	B370-1_scaffold_1335_23	vanY	NA	vanY	Gylcopeptide Resistance	Gylcopeptide Resistance
2313	B329-3_scaffold_2885_2	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2078	B329-3_scaffold_2885_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
2501	B370-5_42|phage|4605|9867_6115_3	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
3173	B370-2_scaffold_2131_11	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
5856	B309-2_scaffold_1126_16	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3692	B309-2_scaffold_1126_15	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
4662	B370-1_scaffold_268_29	ClassB	NA	ClassB	Beta-Lactamase-Class B	Beta-Lactamase
6009	B370-1_scaffold_74_218	vanR	NA	vanR	Gene Modulating Resistance	Gene Modulating Resistance
3719	B314-2_scaffold_8809_3	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
2223	B309-2_scaffold_1497_19	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
1590	L93-6_scaffold_694_12	ABC_efflux	NA	ABC_efflux	Efflux	Efflux
4496	B370-1_scaffold_74_217	vanS	NA	vanS	Gene Modulating Resistance	Gene Modulating Resistance
