Protein	Name	CARD	Resfams
B316-2_scaffold_958_9	vanR	NA	vanR
B352-5_scaffold_728_26	ABC_efflux	NA	ABC_efflux
B352-1_scaffold_11012_2	MexW-MexI	NA	MexW-MexI
B309-2_scaffold_100_81	vanR	NA	vanR
B346-2_scaffold_3187_1	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_32556_4	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_14634_3	vanR	NA	vanR
B313-3_scaffold_33853_1	AAC3	NA	AAC3
B331-3_scaffold_5367_4	APH6	APH(6)-Id	APH6
B346-3_scaffold_276_4	ABC_efflux	NA	ABC_efflux
L93-5_68|phage|43040|60498_25427_2	ABC_efflux	NA	ABC_efflux
B329-4_scaffold_3619_2	AAC3	NA	AAC3
B316-4_scaffold_437_22	vanR	NA	vanR
B316-4_scaffold_437_21	vanS	NA	vanS
B369-2_scaffold_9953_2	vanY	NA	vanY
B316-4_scaffold_437_28	vanR	NA	vanR
B370-1_scaffold_11083_2	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_10_68	SubclassB1	NA	SubclassB1
B309-3_scaffold_10353_2	tet_ribosomoal_protect	NA	tet_ribosomoal_protect
B357-3_scaffold_1913_5	msbA	NA	msbA
B316-1_scaffold_10485_2	MexE	NA	MexE
B370-2_scaffold_1268_20	tet_ribosomoal_protect	tetM	tet_ribosomoal_protect
B310-4_scaffold_5750_2	baeR	baeR	NA
B309-3_scaffold_991_10	SubclassB3	NA	SubclassB3
B369-2_scaffold_4665_3	msbA	NA	msbA
B309-1_scaffold_1231_9	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_1104_2	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_21972_1	MexH	NA	MexH
B310-4_scaffold_472_12	phoQ	NA	phoQ
B352-3_scaffold_4400_5	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_31817_2	vanY	NA	vanY
B316-3_scaffold_2156_9	tet_MFS_efflux	NA	tet_MFS_efflux
B316-5_scaffold_11671_1	ABC_efflux	NA	ABC_efflux
B369-3_scaffold_27073_2	SubclassB2	NA	SubclassB2
B313-3_scaffold_12844_2	MexH	NA	MexH
L93-5_scaffold_16_133	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_3610_5	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_16_136	AAC6-I	NA	AAC6-I
B321-1_scaffold_404_35	ABC_efflux	NA	ABC_efflux
B359-2_scaffold_8571_4	vanY	NA	vanY
B321-2_scaffold_8689_2	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_603_27	ABC_efflux	NA	ABC_efflux
B357-5_scaffold_931_10	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_5576_1	vanY	NA	vanY
B309-2_scaffold_7799_4	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_62_136	vanY	NA	vanY
B329-2_scaffold_8463_1	ABC_efflux	NA	ABC_efflux
B371-5_scaffold_15950_1	vanS	NA	vanS
B313-1_scaffold_152_18	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_27882_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_1997_9	ClassA	NA	ClassA
B310-1_scaffold_2801_3	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_1267_15	macB	NA	macB
L93-6_scaffold_271_51	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_24631_1	emrR	emrR	NA
B310-4_scaffold_98_66	RND_efflux	NA	RND_efflux
B310-4_scaffold_98_67	RND_efflux	NA	RND_efflux
B313-1_scaffold_308_65	RND_efflux	oqxB	RND_efflux
B310-4_scaffold_98_63	baeR	baeR	NA
B310-1_scaffold_1746_1	vanR	NA	vanR
B329-1_scaffold_61_41	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_3410_8	RND_efflux	NA	RND_efflux
B313-1_scaffold_17016_2	vanR	NA	vanR
B352-5_4693|phage|1|7382_99018_7	ABC_efflux	NA	ABC_efflux
B331-2_scaffold_24_83	vanY	NA	vanY
B329-1_scaffold_5959_2	ClassA	NA	ClassA
B316-1_scaffold_1850_7	MexH	NA	MexH
B316-1_scaffold_1850_6	RND_efflux	NA	RND_efflux
B357-6_scaffold_7004_2	ABC_efflux	NA	ABC_efflux
B357-6_scaffold_16807_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B309-2_scaffold_206_18	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_8913_2	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_15568_2	ClassA	NA	ClassA
B321-1_scaffold_289_36	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_12523_3	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_9436_3	FosA5	FosA5	NA
B309-4_scaffold_222_13	ClassA	NA	ClassA
B370-1_scaffold_84559_2	ABC_efflux	NA	ABC_efflux
B314-4_scaffold_1224_9	msbA	NA	msbA
B331-1_scaffold_5523_2	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_126_45	vanY	NA	vanY
B316-1_scaffold_115_24	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_40217_1	vanR	NA	vanR
B371-6_scaffold_42036_2	ClassA	NA	ClassA
B320-1_scaffold_110_95	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_8325_1	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_10_22	tet_MFS_efflux	NA	tet_MFS_efflux
B310-4_1024|phage|6943|27142_48977_11	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	NA
B310-4_scaffold_43_52	ANT9	NA	ANT9
B310-4_scaffold_43_56	ClassA	NA	ClassA
B321-2_scaffold_6014_3	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_2898_4	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_12_70	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_1136_15	vanY	NA	vanY
B310-2_scaffold_190_53	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_26287_4	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
L93-1_scaffold_6508_3	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B310-4_scaffold_1774_6	RND_efflux	NA	RND_efflux
B309-2_scaffold_14212_4	AAC3	NA	AAC3
B352-4_scaffold_7581_5	vanS	NA	vanS
B352-4_scaffold_7581_4	vanR	NA	vanR
B329-1_scaffold_1_241	macB	NA	macB
B359-3_scaffold_324_14	ClassA	NA	ClassA
B320-2_scaffold_6555_1	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	NA
B309-2_scaffold_12346_4	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_45662_2	vanY	NA	vanY
L92-2_scaffold_9061_2	msbA	NA	msbA
B331-1_scaffold_6139_1	ABC_efflux	NA	ABC_efflux
B329-2_scaffold_2270_2	ABC_efflux	NA	ABC_efflux
B331-3_scaffold_5512_2	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_3800_3	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_504_24	vanT	NA	vanT
L93-6_scaffold_237_21	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_504_28	vanS	NA	vanS
B335-2_scaffold_3821_1	msbA	NA	msbA
B370-1_scaffold_26673_2	vanY	NA	vanY
B310-1_scaffold_19033_1	ANT	NA	ANT
B371-1_scaffold_28334_2	ABC_efflux	NA	ABC_efflux
B357-6_scaffold_3269_1	ABC_efflux	NA	ABC_efflux
B346-2_scaffold_12091_2	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_4569_1	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_4569_3	ABC_efflux	NA	ABC_efflux
B357-4_scaffold_44161_1	ClassA	NA	ClassA
B314-2_scaffold_16634_2	ABC_efflux	NA	ABC_efflux
B309-4_scaffold_5753_2	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_2102_14	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_13898_2	PmrE	PmrE	NA
B310-2_scaffold_77_40	vanS	NA	vanS
B313-1_scaffold_20025_2	Enterobacter cloacae rob	Enterobacter cloacae rob	NA
L92-2_scaffold_13244_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_26411_2	vanY	NA	vanY
B314-4_scaffold_6751_2	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	NA
B370-1_0|phage|6163|37813_200537_3	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_3149_2	ABC_efflux	NA	ABC_efflux
B352-1_scaffold_11933_2	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_21_131	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_467_45	ABC_efflux	NA	ABC_efflux
B331-3_scaffold_2993_1	ABC_efflux	NA	ABC_efflux
B359-2_scaffold_13473_2	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_30760_3	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B309-1_scaffold_22_117	AAC3	NA	AAC3
B316-5_scaffold_14076_1	tet(40)	tet(40)	NA
B309-4_144|phage|49183|59940_33744_3	vanY	NA	vanY
B314-3_scaffold_9956_3	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_2166_16	ABC_efflux	NA	ABC_efflux
B357-2_scaffold_7363_1	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_24907_1	ClassA	NA	ClassA
B357-6_scaffold_14274_1	MexW-MexI	NA	MexW-MexI
B316-1_scaffold_1416_22	vanY	NA	vanY
B346-3_scaffold_14869_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B316-1_scaffold_1597_5	ABC_efflux	NA	ABC_efflux
B310-1_scaffold_1990_6	vanY	NA	vanY
B314-1_scaffold_684_5	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_1595_4	ClassA	NA	ClassA
B309-1_scaffold_51_59	Escherichia coli CpxR	Escherichia coli CpxR	NA
B346-3_scaffold_201_26	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_266_65	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_1750_7	ABC_efflux	NA	ABC_efflux
B314-4_scaffold_6_91	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_22851_1	ABC_efflux	NA	ABC_efflux
L109-2_scaffold_30660_1	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_1750_8	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_2209_8	ABC_efflux	NA	ABC_efflux
L93-6_scaffold_7290_1	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_11167_1	vanS	NA	vanS
B314-2_scaffold_8766_2	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_2179_4	vanR	NA	vanR
B371-6_scaffold_22182_2	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_18640_2	ABC_efflux	NA	ABC_efflux
B329-3_scaffold_1593_2	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_2155_3	ABC_efflux	NA	ABC_efflux
B326-2_scaffold_396_5	ABC_efflux	NA	ABC_efflux
B331-1_scaffold_2616_1	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_2727_8	vanR	vanRG	vanR
B309-2_scaffold_2727_9	vanU	vanU	NA
B320-1_scaffold_14819_2	vanY	NA	vanY
B309-1_scaffold_391_40	CRP	CRP	NA
B309-2_scaffold_2727_3	vanXYG	vanXYG	NA
B370-2_scaffold_5187_3	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_2727_7	vanS	vanSG	vanS
B309-2_scaffold_2727_4	vanG	vanG	NA
L109-4_scaffold_7260_5	ClassA	NA	ClassA
B370-1_31|phage|131065|139537_200557_6	ABC_efflux	NA	ABC_efflux
B369-3_scaffold_21528_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B370-1_scaffold_1162_45	ClassA	NA	ClassA
B310-2_scaffold_4336_2	ABC_efflux	NA	ABC_efflux
B321-1_scaffold_1282_9	ClassA	NA	ClassA
B370-1_scaffold_3197_3	vanY	NA	vanY
B326-2_scaffold_75_88	RND_efflux	oqxB	RND_efflux
B331-1_scaffold_5593_1	vanY	NA	vanY
B309-1_scaffold_1163_21	ABC_efflux	NA	ABC_efflux
B320-2_scaffold_2625_3	baeR	baeR	NA
B314-2_147|phage|16879|29141_67517_12	ClassA	NA	ClassA
B370-1_scaffold_410_43	RND_efflux	NA	RND_efflux
B310-4_scaffold_4874_3	SubclassB1	NA	SubclassB1
L92-2_scaffold_9167_2	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_410_44	MexE	NA	MexE
B370-1_scaffold_410_45	MexH	NA	MexH
B313-2_scaffold_737_18	AAC3	NA	AAC3
B320-1_scaffold_11731_4	ABC_efflux	NA	ABC_efflux
B321-4_scaffold_3171_3	ABC_efflux	NA	ABC_efflux
B309-2_295|phage|26575|40859_51061_1	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_769_3	RND_efflux	NA	RND_efflux
B352-3_scaffold_4096_8	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_5559_1	ClassA	NA	ClassA
B352-3_scaffold_1737_11	vanY	NA	vanY
B320-4_scaffold_4677_2	MexH	NA	MexH
B316-3_scaffold_50751_2	vanR	NA	vanR
B357-5_scaffold_188_53	msbA	NA	msbA
B352-5_scaffold_89_28	ABC_efflux	NA	ABC_efflux
L93-6_scaffold_8591_1	ABC_efflux	NA	ABC_efflux
B359-2_scaffold_762_15	APH3	NA	APH3
B335-3_scaffold_6597_1	ABC_efflux	NA	ABC_efflux
L109-1_scaffold_1689_3	ABC_efflux	NA	ABC_efflux
L109-1_scaffold_1689_2	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_227_47	patA	patA	NA
B370-2_scaffold_78_82	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_9499_4	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_17783_1	ABC_efflux	NA	ABC_efflux
B316-4_scaffold_1708_11	vanR	NA	vanR
B357-6_scaffold_25501_1	ABC_efflux	NA	ABC_efflux
L93-1_scaffold_1653_8	vanS	NA	vanS
B370-1_scaffold_64136_2	vanR	NA	vanR
B314-3_scaffold_7004_2	vanS	NA	vanS
B320-2_scaffold_1703_10	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_4375_5	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_1164_11	vanS	NA	vanS
L109-2_scaffold_14639_2	ABC_efflux	NA	ABC_efflux
B316-6_scaffold_553_29	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_862_22	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_163_5	ClassA	NA	ClassA
B331-2_scaffold_4520_5	AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Ie-APH(2'')-Ia	NA
B313-3_scaffold_699_26	ABC_efflux	NA	ABC_efflux
B369-1_scaffold_20206_2	ClassA	NA	ClassA
B359-2_scaffold_1098_13	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_904_11	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_4447_7	lmrD	lmrD	NA
B316-3_scaffold_4447_8	lmrC	lmrC	NA
B309-2_scaffold_900_12	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_19008_1	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_27156_2	vanR	NA	vanR
B321-4_scaffold_6420_1	ABC_efflux	NA	ABC_efflux
B371-3_scaffold_3763_5	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_21226_2	Enterobacter cloacae rob	Enterobacter cloacae rob	NA
B314-2_scaffold_18570_1	ABC_efflux	NA	ABC_efflux
B371-5_scaffold_13912_3	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_2158_14	RND_efflux	NA	RND_efflux
B370-1_scaffold_311_30	RND_efflux	NA	RND_efflux
L92-1_scaffold_3316_1	ABC_efflux	NA	ABC_efflux
B371-5_scaffold_16740_3	ABC_efflux	NA	ABC_efflux
B370-5_scaffold_54_10	MexE	NA	MexE
B309-2_scaffold_6457_3	ABC_efflux	NA	ABC_efflux
B326-2_scaffold_1443_6	RND_efflux	NA	RND_efflux
B326-2_scaffold_1443_5	MexX	NA	MexX
B309-2_scaffold_5889_2	SubclassB2	NA	SubclassB2
B313-3_scaffold_6277_1	ClassA	NA	ClassA
B309-3_scaffold_983_23	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B310-1_261|phage|8115|18014_62525_1	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_9887_2	ABC_efflux	NA	ABC_efflux
B316-1_scaffold_2959_5	ABC_efflux	NA	ABC_efflux
B371-6_scaffold_3724_1	ABC_efflux	NA	ABC_efflux
B321-3_scaffold_2859_6	ClassB	NA	ClassB
B352-3_scaffold_53_83	MexH	NA	MexH
L109-4_scaffold_3773_4	ABC_efflux	NA	ABC_efflux
B314-3_scaffold_8542_2	vanS	NA	vanS
B316-2_scaffold_15852_5	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_7225_4	ABC_efflux	NA	ABC_efflux
L82-2_scaffold_41131_2	vanS	NA	vanS
B314-2_scaffold_3373_2	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_14_46	mdtL	mdtL	NA
B357-3_scaffold_27060_1	vanR	NA	vanR
B309-2_scaffold_1873_8	ABC_efflux	NA	ABC_efflux
B316-6_scaffold_79_57	ABC_efflux	NA	ABC_efflux
B357-4_scaffold_16153_1	ABC_efflux	NA	ABC_efflux
B316-6_scaffold_3388_3	ABC_efflux	NA	ABC_efflux
B359-4_scaffold_15_148	ABC_efflux	NA	ABC_efflux
B331-3_scaffold_3361_1	vanY	NA	vanY
B320-4_scaffold_6165_4	AAC3	NA	AAC3
B316-6_scaffold_4627_4	vanS	NA	vanS
B320-5_scaffold_2676_7	ABC_efflux	NA	ABC_efflux
B320-1_3464|phage|1|5695_96056_5	ABC_efflux	NA	ABC_efflux
B321-2_107|phage|41100|48340_70301_1	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_12518_1	oqxB	oqxB	NA
B314-1_scaffold_878_5	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_878_4	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_225_25	ABC_efflux	NA	ABC_efflux
B326-2_scaffold_8517_2	ClassA	NA	ClassA
B314-2_scaffold_11565_3	Enterobacter cloacae rob	Enterobacter cloacae rob	NA
B321-2_scaffold_1051_21	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_393_29	ABC_efflux	NA	ABC_efflux
B321-4_scaffold_4458_3	lnuA	lnuA	NA
B346-2_scaffold_3697_5	vanY	NA	vanY
B359-2_scaffold_7849_1	ClassA	NA	ClassA
B314-1_scaffold_7026_2	CRP	CRP	NA
B314-3_scaffold_5885_2	ClassA	NA	ClassA
B310-1_scaffold_2156_3	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_18800_3	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_10264_3	ABC_efflux	NA	ABC_efflux
B369-4_scaffold_3057_4	ABC_efflux	NA	ABC_efflux
L92-2_scaffold_16828_2	MexE	NA	MexE
B357-5_scaffold_3736_6	SubclassB3	NA	SubclassB3
B316-3_scaffold_41408_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_1061_4	tet_ribosomoal_protect	NA	tet_ribosomoal_protect
B370-2_scaffold_16072_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_31563_1	ClassA	NA	ClassA
B313-2_scaffold_1955_2	macB	NA	macB
B370-1_scaffold_51983_1	ABC_efflux	NA	ABC_efflux
B314-4_scaffold_296_7	ABC_efflux	NA	ABC_efflux
B335-1_scaffold_14043_1	ABC_efflux	NA	ABC_efflux
B346-3_scaffold_20114_2	ABC_efflux	NA	ABC_efflux
B321-2_scaffold_858_5	ABC_efflux	NA	ABC_efflux
B309-1_scaffold_127_14	ClassB	NA	ClassB
B357-5_scaffold_9568_2	ClassA	NA	ClassA
B370-1_scaffold_2158_19	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_6622_2	msbA	NA	msbA
B371-4_scaffold_44607_1	ABC_efflux	NA	ABC_efflux
B313-1_3252|phage|2414|8279_55649_3	macB	NA	macB
B316-1_scaffold_17214_4	AAC3	NA	AAC3
B352-4_scaffold_734_24	MexH	NA	MexH
B321-1_scaffold_4212_6	ClassA	NA	ClassA
B313-1_scaffold_174_9	emeA	emeA	NA
B314-2_scaffold_563_15	RND_efflux	NA	RND_efflux
B314-1_scaffold_976_1	ABC_efflux	NA	ABC_efflux
B335-1_scaffold_7267_1	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_34221_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B357-4_scaffold_3905_11	ABC_efflux	NA	ABC_efflux
L82-1_scaffold_15720_1	MexH	NA	MexH
B370-1_scaffold_65040_2	vanY	NA	vanY
B370-1_scaffold_66158_2	ClassA	NA	ClassA
B309-4_scaffold_556_17	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_50193_2	ClassB	NA	ClassB
B316-3_scaffold_24900_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B314-2_scaffold_3159_1	CRP	CRP	NA
B313-1_scaffold_9325_1	ABC_efflux	NA	ABC_efflux
B369-1_scaffold_5893_3	ClassA	NA	ClassA
B370-2_scaffold_1467_16	vanR	NA	vanR
B329-3_scaffold_8409_1	vanR	NA	vanR
B329-3_scaffold_8409_2	vanS	NA	vanS
B316-5_scaffold_295_50	vanS	NA	vanS
B320-1_scaffold_5489_9	vanY	NA	vanY
B313-3_scaffold_6304_2	msbA	NA	msbA
L109-1_scaffold_1957_3	ABC_efflux	NA	ABC_efflux
B370-1_scaffold_74008_2	ABC_efflux	NA	ABC_efflux
B359-2_scaffold_8176_2	ClassA	NA	ClassA
B371-1_scaffold_4185_10	vanR	NA	vanR
B371-1_scaffold_4185_11	vanS	NA	vanS
B320-1_scaffold_35253_2	vanY	NA	vanY
B346-3_scaffold_16802_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_6223_2	RND_efflux	NA	RND_efflux
B357-6_scaffold_34168_2	ClassA	NA	ClassA
B314-2_scaffold_10619_1	SHV-LEN	SHV-187	SHV-LEN
B316-1_scaffold_927_32	ClassA	NA	ClassA
B331-3_scaffold_13084_1	vanS	NA	vanS
B359-2_scaffold_55_39	vanS	NA	vanS
B314-1_scaffold_8521_2	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_24287_2	ClassB	NA	ClassB
B316-3_scaffold_5_11	emrE	Escherichia coli emrE	emrE
B321-1_scaffold_21384_2	ClassB	NA	ClassB
B352-5_scaffold_11834_2	vanR	NA	vanR
B316-2_scaffold_9417_3	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_10764_4	ABC_efflux	NA	ABC_efflux
B352-5_scaffold_14793_2	ABC_efflux	NA	ABC_efflux
L92-1_scaffold_10155_2	AAC3	NA	AAC3
B329-1_scaffold_7328_2	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B370-2_scaffold_983_5	RND_efflux	NA	RND_efflux
B346-3_211|phage|90035|100342_101598_4	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_10547_2	ABC_efflux	NA	ABC_efflux
B314-2_scaffold_689_18	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_6_111	vanR	NA	vanR
B352-3_scaffold_36_127	MexX	NA	MexX
B352-3_scaffold_36_126	RND_efflux	NA	RND_efflux
B313-1_scaffold_3439_4	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_173_5	macB	NA	macB
B331-1_scaffold_2748_5	ABC_efflux	NA	ABC_efflux
B313-2_139|phage|1|6781_15671_2	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_43279_1	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_375_17	ABC_efflux	NA	ABC_efflux
B329-1_scaffold_275_20	ABC_efflux	NA	ABC_efflux
B309-4_scaffold_11008_1	ABC_efflux	NA	ABC_efflux
B352-4_scaffold_41781_2	vanY	NA	vanY
B313-1_scaffold_9668_4	marA	marA	NA
B370-1_scaffold_49355_2	ABC_efflux	NA	ABC_efflux
B314-1_scaffold_1430_8	ABC_efflux	NA	ABC_efflux
B316-2_scaffold_27115_1	ABC_efflux	NA	ABC_efflux
L93-6_scaffold_94_17	ABC_efflux	NA	ABC_efflux
B313-2_scaffold_9466_1	sul3	sul3	NA
B314-2_scaffold_949_5	phoQ	NA	phoQ
B357-2_scaffold_6007_4	vanY	NA	vanY
B331-2_scaffold_5525_2	ClassA	NA	ClassA
L93-6_scaffold_450_20	ABC_efflux	NA	ABC_efflux
B352-1_scaffold_9965_2	ABC_efflux	NA	ABC_efflux
B313-3_scaffold_767_6	ClassA	NA	ClassA
B352-5_scaffold_36430_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B309-1_scaffold_15_92	ABC_efflux	NA	ABC_efflux
B359-3_scaffold_5651_2	ABC_efflux	NA	ABC_efflux
B369-2_scaffold_9619_1	phoQ	NA	phoQ
B352-3_scaffold_7512_1	TetM-TetW-TetO-TetS	NA	TetM-TetW-TetO-TetS
B331-3_82|phage|76201|84595_29636_10	ABC_efflux	NA	ABC_efflux
B326-2_scaffold_6948_2	vanS	NA	vanS
B352-4_scaffold_10053_3	ClassA	NA	ClassA
B309-3_scaffold_20410_1	ABC_efflux	NA	ABC_efflux
B357-3_scaffold_2826_1	SubclassB1	NA	SubclassB1
B359-2_scaffold_4025_2	ABC_efflux	NA	ABC_efflux
L109-3_scaffold_24643_2	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_3935_5	APH3	NA	APH3
B314-4_scaffold_189_11	ABC_efflux	NA	ABC_efflux
B310-6_scaffold_5274_3	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B314-2_scaffold_12310_1	ABC_efflux	NA	ABC_efflux
L93-5_scaffold_14_244	ABC_efflux	NA	ABC_efflux
B371-1_scaffold_63666_1	Chlor_Acetyltrans_CAT	NA	Chlor_Acetyltrans_CAT
B370-3_scaffold_4877_8	ClassA	NA	ClassA
B314-2_scaffold_181_34	RND_efflux	NA	RND_efflux
B357-4_scaffold_7871_2	ABC_efflux	NA	ABC_efflux
B316-6_scaffold_14643_1	ClassA	NA	ClassA
B331-3_scaffold_1402_6	vanR	NA	vanR
B331-3_scaffold_1402_5	vanS	NA	vanS
B309-1_scaffold_5800_2	ABC_efflux	NA	ABC_efflux
B352-3_scaffold_9146_2	ABC_efflux	NA	ABC_efflux
B320-1_scaffold_7193_5	ABC_efflux	NA	ABC_efflux
B309-2_scaffold_16179_2	ABC_efflux	NA	ABC_efflux
L109-1_scaffold_8_173	ABC_efflux	NA	ABC_efflux
B310-5_scaffold_164_46	ABC_efflux	NA	ABC_efflux
B331-3_scaffold_17_148	ABC_efflux	NA	ABC_efflux
B329-2_scaffold_0_184	RND_efflux	NA	RND_efflux
B309-3_scaffold_2433_3	ABC_efflux	NA	ABC_efflux
B309-3_scaffold_2433_2	ABC_efflux	NA	ABC_efflux
B310-4_scaffold_1717_6	RND_efflux	NA	RND_efflux
B310-4_scaffold_1717_7	MexX	NA	MexX
B316-3_scaffold_1884_12	ABC_efflux	NA	ABC_efflux
B316-3_scaffold_1884_11	ABC_efflux	NA	ABC_efflux
B313-1_scaffold_248_38	ClassA	NA	ClassA
B370-1_scaffold_37690_1	ABC_efflux	NA	ABC_efflux
B357-5_scaffold_24440_1	APH3	NA	APH3
B346-3_scaffold_18158_2	SubclassB2	NA	SubclassB2
B369-2_scaffold_5347_1	MexX	NA	MexX
B329-4_scaffold_139_23	RND_efflux	NA	RND_efflux
B321-3_scaffold_11345_2	vanS	NA	vanS
